,name,price,release,mileage,color,transmission,drive,wheel,condition,owner,pts,customs,brand,body,number_of_door,engine_displacement,engine_power,fuel_type,sample
13855,3 серии  V (E90/E91/E92/E93) Рестайлинг 325xi,840000.0,2009.0,141000.0,белый,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,BMW,седан,4,2.5,218,Бензин,1
13856,Rio II Рестайлинг,390000.0,2011.0,125000.0,синий,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Kia,седан,4,1.4,97,Бензин,1
13857,Almera III (G15),590000.0,2018.0,59000.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Nissan,седан,4,1.6,102,Бензин,1
13858,Lancer X,370000.0,2007.0,151000.0,красный,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Mitsubishi,седан,4,1.5,109,Бензин,1
13859,(ВАЗ) 2107,39000.0,2002.0,100000.0,синий,механическая,задний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,LADA,седан,4,1.5,68,Бензин,1
13860,A4 I (B5) Рестайлинг,285000.0,2000.0,259905.0,чёрный,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Audi,универсал,5,1.8,180,Бензин,1
13861,Touareg I,600000.0,2005.0,307000.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Volkswagen,внедорожник,5,2.5,174,Дизель,1
13862,Matiz I Рестайлинг,155000.0,2011.0,38000.0,голубой,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Daewoo,хэтчбек,5,0.8,52,Бензин,1
13863,206,165000.0,2008.0,150000.0,чёрный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Peugeot,седан,4,1.4,75,Бензин,1
13864,Vectra B Рестайлинг,250000.0,2001.0,220363.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Opel,седан,4,1.8,125,Бензин,1
13865,(ВАЗ) 2101  21011,30000.0,1976.0,50000.0,зелёный,механическая,задний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,LADA,седан,4,1.3,69,Бензин,1
13866,Land Cruiser Prado 150 Series Рестайлинг 1,3200000.0,2014.0,44000.0,белый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Toyota,внедорожник,5,3.0,173,Дизель,1
13867,(ВАЗ) Priora I,205000.0,2008.0,150000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.6,98,Бензин,1
13868,(ВАЗ) 2107,40000.0,2008.0,29240.0,синий,механическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.6,73,Бензин,1
13869,(ВАЗ) 2114,70000.0,2004.0,240000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,5,1.5,77,Бензин,1
13870,Accent  II ТагАЗ,235000.0,2005.0,186000.0,серебристый,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Hyundai,седан,4,1.5,102,Бензин,1
13871,Impreza II Рестайлинг 1,380000.0,2005.0,149000.0,серебристый,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Subaru,универсал,5,2.0,125,Бензин,1
13872,Octavia II (A5) Рестайлинг,500000.0,2011.0,207000.0,серебристый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Skoda,лифтбек,5,1.6,102,Бензин,1
13873,80 IV (B3),80000.0,1989.0,190000.0,синий,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Audi,седан,4,1.8,90,Бензин,1
13874,Touareg II,2070000.0,2012.0,105000.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Volkswagen,внедорожник,5,3.6,249,Бензин,1
13875,Camry VIII (XV70),2250000.0,2019.0,49000.0,серебристый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Toyota,седан,4,2.5,181,Бензин,1
13876,Niva I,180000.0,2005.0,130000.0,серый,механическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Chevrolet,внедорожник,5,1.7,80,Бензин,1
13877,(ВАЗ) 2112,85000.0,2005.0,200000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,90,Бензин,1
13878,A4 IV (B8) Рестайлинг,1250000.0,2014.0,149000.0,белый,роботизированная,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Audi,седан,4,2.0,225,Бензин,1
13879,Tiida I,340000.0,2008.0,210000.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Nissan,хэтчбек,5,1.6,110,Бензин,1
13880,A3 III (8V),1070000.0,2014.0,73000.0,белый,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Audi,седан,4,1.4,122,Бензин,1
13881,Hunter  315148,300000.0,2007.0,26000.0,зелёный,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,УАЗ,внедорожник,5,2.2,92,Дизель,1
13882,(ВАЗ) Priora I,245000.0,2011.0,117000.0,белый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,98,Бензин,1
13883,Rio II Рестайлинг,385000.0,2010.0,82095.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Kia,седан,4,1.4,95,Бензин,1
13884,Transporter T4,420000.0,2001.0,264000.0,белый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Volkswagen,фургон,No_inf,2.5,88,Дизель,1
